tokens,scan_kernel,operands,regs_per_lane,workgroups,qk_reread,gemm_kernel,out_kernel,dispatch,us_per_layer,us_per_graph,gflops,gbps
128,l8p,reg+pf,80,768,16,gemm_m8,gemm_m2,conv,21.143,0.8,0.0,495.9
128,l8p,reg+pf,80,768,16,gemm_m8,gemm_m2,scan,135.908,4.9,5925.4,833.3
128,l8p,reg+pf,80,768,16,gemm_m8,gemm_m2,norm,10.868,0.4,0.0,723.6
128,l8p,reg+pf,80,768,16,gemm_m8,gemm_m2,out,198.007,7.1,20335.3,166.8
128,l8p,reg+pf,80,768,16,gemm_m8,gemm_m2,layer,986.781,35.5,,
128,l4p,reg+pf,160,384,8,gemm_m8,gemm_m2,qkv,625.183,22.5,17275.5,136.0
128,l4p,reg+pf,160,384,8,gemm_m8,gemm_m2,conv,21.234,0.8,0.0,493.8
128,l4p,reg+pf,160,384,8,gemm_m8,gemm_m2,scan,183.016,6.6,4400.2,343.8
128,l4p,reg+pf,160,384,8,gemm_m8,gemm_m2,norm,10.843,0.4,0.0,725.3
128,l4p,reg+pf,160,384,8,gemm_m8,gemm_m2,out,197.523,7.1,20385.1,167.2
128,l4p,reg+pf,160,384,8,gemm_m8,gemm_m2,layer,1037.799,37.4,,
256,l64,reg,6,6144,128,gemm_m8,gemm_m2,qkv,1114.462,40.1,19382.1,76.9
256,l64,reg,6,6144,128,gemm_m8,gemm_m2,conv,39.784,1.4,0.0,527.1
256,l64,reg,6,6144,128,gemm_m8,gemm_m2,scan,1219.059,43.9,1321.2,1336.7
256,l64,reg,6,6144,128,gemm_m8,gemm_m2,norm,18.312,0.7,0.0,858.9
256,l64,reg,6,6144,128,gemm_m8,gemm_m2,out,261.396,9.4,30807.9,132.4
256,l64,reg,6,6144,128,gemm_m8,gemm_m2,layer,2653.013,95.5,,
256,l32,reg,12,3072,64,gemm_m8,gemm_m2,qkv,1093.038,39.3,19762.0,78.4
256,l32,reg,12,3072,64,gemm_m8,gemm_m2,conv,38.695,1.4,0.0,542.0
256,l32,reg,12,3072,64,gemm_m8,gemm_m2,scan,580.266,20.9,2775.6,1420.3
256,l32,reg,12,3072,64,gemm_m8,gemm_m2,norm,18.316,0.7,0.0,858.7
256,l32,reg,12,3072,64,gemm_m8,gemm_m2,out,261.322,9.4,30816.6,132.4
256,l32,reg,12,3072,64,gemm_m8,gemm_m2,layer,1991.637,71.7,,
256,l16,reg,24,1536,32,gemm_m8,gemm_m2,qkv,1099.703,39.6,19642.3,77.9
256,l16,reg,24,1536,32,gemm_m8,gemm_m2,conv,39.969,1.4,0.0,524.7
256,l16,reg,24,1536,32,gemm_m8,gemm_m2,scan,269.650,9.7,5973.0,1563.2
256,l16,reg,24,1536,32,gemm_m8,gemm_m2,norm,18.787,0.7,0.0,837.2
256,l16,reg,24,1536,32,gemm_m8,gemm_m2,out,263.042,9.5,30615.1,131.5
256,l16,reg,24,1536,32,gemm_m8,gemm_m2,layer,1691.151,60.9,,
256,l8,reg,48,768,16,gemm_m8,gemm_m2,qkv,1091.369,39.3,19792.3,78.5
256,l8,reg,48,768,16,gemm_m8,gemm_m2,conv,40.406,1.5,0.0,519.0
256,l8,reg,48,768,16,gemm_m8,gemm_m2,scan,200.557,7.2,8030.7,1097.9
256,l8,reg,48,768,16,gemm_m8,gemm_m2,norm,20.068,0.7,0.0,783.8
256,l8,reg,48,768,16,gemm_m8,gemm_m2,out,268.827,9.7,29956.3,128.7
256,l8,reg,48,768,16,gemm_m8,gemm_m2,layer,1621.227,58.4,,
256,l4,reg,96,384,8,gemm_m8,gemm_m2,qkv,1091.569,39.3,19788.6,78.5
256,l4,reg,96,384,8,gemm_m8,gemm_m2,conv,38.512,1.4,0.0,544.5
256,l4,reg,96,384,8,gemm_m8,gemm_m2,scan,234.473,8.4,6869.1,509.8
256,l4,reg,96,384,8,gemm_m8,gemm_m2,norm,18.574,0.7,0.0,846.8
256,l4,reg,96,384,8,gemm_m8,gemm_m2,out,260.497,9.4,30914.2,132.8
256,l4,reg,96,384,8,gemm_m8,gemm_m2,layer,1643.625,59.2,,
256,l2,LDS,64,192,4,gemm_m8,gemm_m2,qkv,1092.976,39.3,19763.2,78.4
256,l2,LDS,64,192,4,gemm_m8,gemm_m2,conv,39.951,1.4,0.0,524.9
256,l2,LDS,64,192,4,gemm_m8,gemm_m2,scan,246.137,8.9,6543.6,281.2
256,l2,LDS,64,192,4,gemm_m8,gemm_m2,norm,18.747,0.7,0.0,839.0
256,l2,LDS,64,192,4,gemm_m8,gemm_m2,out,262.861,9.5,30636.2,131.6
256,l2,LDS,64,192,4,gemm_m8,gemm_m2,layer,1660.672,59.8,,
256,l1,LDS,128,96,2,gemm_m8,gemm_m2,qkv,1097.563,39.5,19680.6,78.1
256,l1,LDS,128,96,2,gemm_m8,gemm_m2,conv,39.336,1.4,0.0,533.1
256,l1,LDS,128,96,2,gemm_m8,gemm_m2,scan,438.055,15.8,3676.7,100.5
256,l1,LDS,128,96,2,gemm_m8,gemm_m2,norm,20.677,0.7,0.0,760.7
256,l1,LDS,128,96,2,gemm_m8,gemm_m2,out,258.439,9.3,31160.4,133.9
256,l1,LDS,128,96,2,gemm_m8,gemm_m2,layer,1854.070,66.7,,
256,l16w4,reg,24,384,8,gemm_m8,gemm_m2,qkv,1127.415,40.6,19159.5,76.0
256,l16w4,reg,24,384,8,gemm_m8,gemm_m2,conv,40.837,1.5,0.0,513.5
256,l16w4,reg,24,384,8,gemm_m8,gemm_m2,scan,313.248,11.3,5141.7,381.6
256,l16w4,reg,24,384,8,gemm_m8,gemm_m2,norm,18.714,0.7,0.0,840.5
256,l16w4,reg,24,384,8,gemm_m8,gemm_m2,out,262.705,9.5,30654.4,131.7
256,l16w4,reg,24,384,8,gemm_m8,gemm_m2,layer,1762.919,63.5,,
256,l8w4,reg,48,192,4,gemm_m8,gemm_m2,qkv,1096.804,39.5,19694.2,78.1
256,l8w4,reg,48,192,4,gemm_m8,gemm_m2,conv,38.516,1.4,0.0,544.5
256,l8w4,reg,48,192,4,gemm_m8,gemm_m2,scan,200.322,7.2,8040.1,345.5
256,l8w4,reg,48,192,4,gemm_m8,gemm_m2,norm,19.392,0.7,0.0,811.1
256,l8w4,reg,48,192,4,gemm_m8,gemm_m2,out,266.328,9.6,30237.4,129.9
