tokens,down_kernel,up_kernel,dispatch,us_per_mixer,us_per_graph,gflops,gbps
1,down_gemv80,up_m8,block,118.886,11.5,,
1,down_gemv160,up_m1,norm,4.613,0.4,0.0,13.3
1,down_gemv160,up_m1,down,30.009,2.9,229.3,230.0
1,down_gemv160,up_m1,down_reduce,1.728,0.2,0.0,0.0
1,down_gemv160,up_m1,up,41.630,4.0,157.4,157.9
1,down_gemv160,up_m1,combine,2.621,0.3,0.0,35.2
1,down_gemv160,up_m1,block,80.601,7.8,,
1,down_gemv160,up_m2,norm,4.608,0.4,0.0,13.3
1,down_gemv160,up_m2,down,30.074,2.9,228.8,229.5
1,down_gemv160,up_m2,down_reduce,1.729,0.2,0.0,0.0
1,down_gemv160,up_m2,up,40.156,3.9,163.2,163.7
1,down_gemv160,up_m2,combine,2.620,0.3,0.0,35.2
1,down_gemv160,up_m2,block,79.187,7.7,,
1,down_gemv160,up_m4,norm,4.614,0.4,0.0,13.3
1,down_gemv160,up_m4,down,29.967,2.9,229.6,230.3
1,down_gemv160,up_m4,down_reduce,1.728,0.2,0.0,0.0
1,down_gemv160,up_m4,up,46.400,4.5,141.2,141.7
1,down_gemv160,up_m4,combine,2.623,0.3,0.0,35.1
1,down_gemv160,up_m4,block,85.332,8.3,,
1,down_gemv160,up_m8,norm,4.624,0.4,0.0,13.3
1,down_gemv160,up_m8,down,30.040,2.9,229.1,229.8
1,down_gemv160,up_m8,down_reduce,1.724,0.2,0.0,0.0
1,down_gemv160,up_m8,up,59.245,5.7,110.6,111.0
1,down_gemv160,up_m8,combine,2.536,0.2,0.0,36.3
1,down_gemv160,up_m8,block,98.169,9.5,,
64,down_m1,up_m1,norm,8.454,0.8,0.0,465.1
64,down_m1,up_m1,down,234.679,22.8,1876.6,34.9
64,down_m1,up_m1,up,43.700,4.2,9597.9,180.0
64,down_m1,up_m1,combine,16.136,1.6,0.0,365.5
64,down_m1,up_m1,block,302.969,29.4,,
64,down_m1,up_m2,norm,9.495,0.9,0.0,414.1
64,down_m1,up_m2,down,235.449,22.8,1870.5,34.8
64,down_m1,up_m2,up,39.495,3.8,10619.8,199.1
64,down_m1,up_m2,combine,16.023,1.6,0.0,368.1
64,down_m1,up_m2,block,300.462,29.1,,
64,down_m1,up_m4,norm,9.499,0.9,0.0,414.0
64,down_m1,up_m4,down,235.466,22.8,1870.3,34.8
64,down_m1,up_m4,up,46.676,4.5,8986.0,168.5
64,down_m1,up_m4,combine,15.436,1.5,0.0,382.1
64,down_m1,up_m4,block,307.077,29.8,,
64,down_m1,up_m8,norm,9.498,0.9,0.0,414.0
64,down_m1,up_m8,down,234.739,22.8,1876.1,34.9
64,down_m1,up_m8,up,59.429,5.8,7057.7,132.3
64,down_m1,up_m8,combine,15.210,1.5,0.0,387.8
64,down_m1,up_m8,block,318.876,30.9,,
64,down_m2,up_m1,norm,9.488,0.9,0.0,414.4
64,down_m2,up_m1,down,253.054,24.5,1740.3,32.4
64,down_m2,up_m1,up,43.509,4.2,9640.1,180.8
64,down_m2,up_m1,combine,15.080,1.5,0.0,391.1
64,down_m2,up_m1,block,321.131,31.1,,
64,down_m2,up_m2,norm,9.490,0.9,0.0,414.3
64,down_m2,up_m2,down,253.706,24.6,1735.9,32.3
64,down_m2,up_m2,up,39.593,3.8,10593.5,198.6
64,down_m2,up_m2,combine,13.420,1.3,0.0,439.5
64,down_m2,up_m2,block,316.209,30.7,,
64,down_m2,up_m4,norm,9.504,0.9,0.0,413.7
64,down_m2,up_m4,down,253.202,24.6,1739.3,32.4
64,down_m2,up_m4,up,46.590,4.5,9002.6,168.8
64,down_m2,up_m4,combine,9.898,1.0,0.0,595.9
64,down_m2,up_m4,block,319.194,31.0,,
64,down_m2,up_m8,norm,9.488,0.9,0.0,414.4
64,down_m2,up_m8,down,253.806,24.6,1735.2,32.3
64,down_m2,up_m8,up,59.335,5.8,7068.9,132.5
64,down_m2,up_m8,combine,9.863,1.0,0.0,598.0
64,down_m2,up_m8,block,332.492,32.3,,
64,down_m4,up_m1,norm,9.491,0.9,0.0,414.3
64,down_m4,up_m1,down,304.283,29.5,1447.3,26.9
64,down_m4,up_m1,up,44.417,4.3,9443.0,177.1
64,down_m4,up_m1,combine,9.882,1.0,0.0,596.9
64,down_m4,up_m1,block,368.073,35.7,,
64,down_m4,up_m2,norm,9.484,0.9,0.0,414.6
64,down_m4,up_m2,down,303.678,29.5,1450.2,27.0
64,down_m4,up_m2,up,39.504,3.8,10617.4,199.1
64,down_m4,up_m2,combine,9.853,1.0,0.0,598.6
64,down_m4,up_m2,block,362.519,35.2,,
64,down_m4,up_m4,norm,9.484,0.9,0.0,414.6
64,down_m4,up_m4,down,305.089,29.6,1443.5,26.9
64,down_m4,up_m4,up,46.836,4.5,8955.3,167.9
64,down_m4,up_m4,combine,9.859,1.0,0.0,598.3
64,down_m4,up_m4,block,371.268,36.0,,
64,down_m4,up_m8,norm,9.495,0.9,0.0,414.1
64,down_m4,up_m8,down,303.811,29.5,1449.6,27.0
64,down_m4,up_m8,up,59.426,5.8,7058.0,132.3
64,down_m4,up_m8,combine,9.854,1.0,0.0,598.6
64,down_m4,up_m8,block,382.586,37.1,,
64,down_m8,up_m1,norm,9.498,0.9,0.0,414.0
64,down_m8,up_m1,down,381.359,37.0,1154.8,21.5
64,down_m8,up_m1,up,44.677,4.3,9388.1,176.0
64,down_m8,up_m1,combine,9.901,1.0,0.0,595.7
64,down_m8,up_m1,block,445.435,43.2,,
64,down_m8,up_m2,norm,9.491,0.9,0.0,414.3
64,down_m8,up_m2,down,381.901,37.0,1153.2,21.5
64,down_m8,up_m2,up,40.162,3.9,10443.5,195.8
64,down_m8,up_m2,combine,9.870,1.0,0.0,597.6
64,down_m8,up_m2,block,441.424,42.8,,
64,down_m8,up_m4,norm,9.485,0.9,0.0,414.6
64,down_m8,up_m4,down,382.129,37.1,1152.5,21.4
64,down_m8,up_m4,up,46.757,4.5,8970.4,168.2
64,down_m8,up_m4,combine,9.878,1.0,0.0,597.1
64,down_m8,up_m4,block,448.249,43.5,,
64,down_m8,up_m8,norm,9.494,0.9,0.0,414.2
64,down_m8,up_m8,down,381.353,37.0,1154.8,21.5
64,down_m8,up_m8,up,60.295,5.8,6956.3,130.4
64,down_m8,up_m8,combine,9.904,1.0,0.0,595.5
64,down_m8,up_m8,block,461.046,44.7,,
128,down_m1,up_m1,norm,17.632,1.7,0.0,446.0
128,down_m1,up_m1,down,257.291,25.0,3423.4,36.9
128,down_m1,up_m1,up,69.626,6.8,12048.1,131.8
128,down_m1,up_m1,combine,21.227,2.1,0.0,555.7
128,down_m1,up_m1,block,365.776,35.5,,
128,down_m1,up_m2,norm,16.001,1.6,0.0,491.5
128,down_m1,up_m2,down,241.921,23.5,3640.9,39.3
128,down_m1,up_m2,up,65.635,6.4,12780.7,139.8
128,down_m1,up_m2,combine,21.253,2.1,0.0,555.1
128,down_m1,up_m2,block,344.810,33.4,,
128,down_m1,up_m4,norm,17.474,1.7,0.0,450.1
128,down_m1,up_m4,down,236.572,22.9,3723.2,40.2
128,down_m1,up_m4,up,47.178,4.6,17780.8,194.5
128,down_m1,up_m4,combine,21.308,2.1,0.0,553.6
128,down_m1,up_m4,block,322.532,31.3,,
128,down_m1,up_m8,norm,17.475,1.7,0.0,450.0
128,down_m1,up_m8,down,237.258,23.0,3712.4,40.1
128,down_m1,up_m8,up,59.803,5.8,14027.1,153.4
128,down_m1,up_m8,combine,21.275,2.1,0.0,554.5
128,down_m1,up_m8,block,335.811,32.6,,
128,down_m2,up_m1,norm,17.474,1.7,0.0,450.1
128,down_m2,up_m1,down,269.491,26.1,3268.4,35.3
128,down_m2,up_m1,up,69.093,6.7,12141.0,132.8
128,down_m2,up_m1,combine,21.265,2.1,0.0,554.7
128,down_m2,up_m1,block,377.323,36.6,,
128,down_m2,up_m2,norm,17.162,1.7,0.0,458.2
128,down_m2,up_m2,down,251.213,24.4,3506.2,37.8
128,down_m2,up_m2,up,47.710,4.6,17582.5,192.3
128,down_m2,up_m2,combine,21.251,2.1,0.0,555.1
128,down_m2,up_m2,block,337.336,32.7,,
128,down_m2,up_m4,norm,17.488,1.7,0.0,449.7
128,down_m2,up_m4,down,251.494,24.4,3502.3,37.8
128,down_m2,up_m4,up,47.426,4.6,17687.8,193.5
128,down_m2,up_m4,combine,21.284,2.1,0.0,554.2
128,down_m2,up_m4,block,337.692,32.8,,
128,down_m2,up_m8,norm,17.484,1.7,0.0,449.8
128,down_m2,up_m8,down,251.836,24.4,3497.5,37.7
128,down_m2,up_m8,up,59.723,5.8,14045.9,153.6
