op,variant,weight_format,block_size,size,ns_per_iter,gflops,gbps,sclk_mhz,sclk_mhz_min,sclk_mhz_max,power_w,detail
prefill,wmma_reg32_bt_hkab4_padab128,fp16,0,2048,5872349.232,10970.8239,0.0000,2832.0,2814.0,2847.0,135.82,shape=qwen3.8-flash-next/attn.o+qwen3.8-flash-next/la.o;M=2048;N=2560;K=6144;pad=2048x2560;useful=100%;exec_gflops=10971;wave=64
prefill,wmma_reg32_bt_hkab4_w32_padab128,fp16,0,2048,2593324.679,24842.4387,0.0000,2805.6,2803.0,2815.0,140.81,shape=qwen3.8-flash-next/attn.o+qwen3.8-flash-next/la.o;M=2048;N=2560;K=6144;pad=2048x2560;useful=100%;exec_gflops=24842;wave=32
prefill,wmma_wg128x256_pada128,fp16,0,2048,2463325.745,26153.4673,0.0000,2830.9,2814.0,2845.0,141.75,shape=qwen3.8-flash-next/attn.o+qwen3.8-flash-next/la.o;M=2048;N=2560;K=6144;pad=2048x2560;useful=100%;exec_gflops=26153;wave=64
prefill,wmma_reg64_bt_hka4_padab128,fp16,0,2048,588807.740,36471.7293,0.0000,2802.2,2795.0,2809.0,139.86,shape=qwen3.8-flash-next/la.qk;M=2048;N=2048;K=2560;pad=2048x2048;useful=100%;exec_gflops=36472;wave=64
prefill,wmma_reg64_bt_hkab2_padab128,fp16,0,2048,1127749.735,19042.2004,0.0000,2823.0,2814.0,2831.0,138.42,shape=qwen3.8-flash-next/la.qk;M=2048;N=2048;K=2560;pad=2048x2048;useful=100%;exec_gflops=19042;wave=64
prefill,wmma_reg32_bt_hkab4_padab128,fp16,0,2048,1699191.080,12638.2705,0.0000,2827.4,2815.0,2839.0,137.00,shape=qwen3.8-flash-next/la.qk;M=2048;N=2048;K=2560;pad=2048x2048;useful=100%;exec_gflops=12638;wave=64
prefill,wmma_reg32_bt_hkab4_w32_padab128,fp16,0,2048,797686.810,26921.3885,0.0000,2802.9,2793.0,2815.0,137.25,shape=qwen3.8-flash-next/la.qk;M=2048;N=2048;K=2560;pad=2048x2048;useful=100%;exec_gflops=26921;wave=32
prefill,wmma_wg128x256_pada128,fp16,0,2048,882011.030,24347.5827,0.0000,2821.2,2814.0,2828.0,137.48,shape=qwen3.8-flash-next/la.qk;M=2048;N=2048;K=2560;pad=2048x2048;useful=100%;exec_gflops=24348;wave=64
prefill,wmma_reg64_bt_hka4_padab128,fp16,0,40,48234.645,2717.3829,0.0000,2813.3,2813.0,2814.0,136.66,shape=qwen3.8-flash-next/moe.gate_up;M=40;N=640;K=2560;pad=64x640;useful=62%;exec_gflops=4348;wave=64
prefill,wmma_reg64_bt_hkab2_padab128,fp16,0,40,45341.950,2890.7447,0.0000,2813.3,2813.0,2814.0,136.22,shape=qwen3.8-flash-next/moe.gate_up;M=40;N=640;K=2560;pad=64x640;useful=62%;exec_gflops=4625;wave=64
