tokens,down_kernel,up_kernel,dispatch,us_per_mixer,us_per_graph,gflops,gbps
128,down_m8,up_m4,up,56.099,5.4,14953.2,108.8
128,down_m8,up_m4,combine,21.323,2.1,0.0,553.2
128,down_m8,up_m4,block,525.200,50.9,,
128,down_m8,up_m8,norm,17.462,1.7,0.0,450.4
128,down_m8,up_m8,down,440.090,42.7,2001.4,15.4
128,down_m8,up_m8,up,50.482,4.9,16617.0,120.9
128,down_m8,up_m8,combine,21.298,2.1,0.0,553.9
128,down_m8,up_m8,block,529.332,51.3,,
256,down_m1,up_m1,norm,38.356,3.7,0.0,410.1
256,down_m1,up_m1,down,224.379,21.8,7851.0,41.8
256,down_m1,up_m1,up,117.493,11.4,14279.3,74.3
256,down_m1,up_m1,combine,34.547,3.4,0.0,682.9
256,down_m1,up_m1,block,414.775,40.2,,
256,down_m1,up_m2,norm,29.222,2.8,0.0,538.2
256,down_m1,up_m2,down,224.019,21.7,7863.7,41.9
256,down_m1,up_m2,up,91.018,8.8,18432.9,95.9
256,down_m1,up_m2,combine,35.628,3.5,0.0,662.2
256,down_m1,up_m2,block,379.887,36.8,,
256,down_m1,up_m4,norm,29.209,2.8,0.0,538.5
256,down_m1,up_m4,down,223.387,21.7,7885.9,42.0
256,down_m1,up_m4,up,89.131,8.6,18823.1,97.9
256,down_m1,up_m4,combine,42.693,4.1,0.0,552.6
256,down_m1,up_m4,block,384.420,37.3,,
256,down_m1,up_m8,norm,29.663,2.9,0.0,530.2
256,down_m1,up_m8,down,225.303,21.9,7818.8,41.7
256,down_m1,up_m8,up,96.237,9.3,17433.2,90.7
256,down_m1,up_m8,combine,42.677,4.1,0.0,552.8
256,down_m1,up_m8,block,393.880,38.2,,
256,down_m2,up_m1,norm,30.491,3.0,0.0,515.8
256,down_m2,up_m1,down,233.708,22.7,7537.6,40.2
256,down_m2,up_m1,up,117.137,11.4,14322.7,74.5
256,down_m2,up_m1,combine,34.541,3.4,0.0,683.0
256,down_m2,up_m1,block,415.877,40.3,,
256,down_m2,up_m2,norm,29.323,2.8,0.0,536.4
256,down_m2,up_m2,down,234.378,22.7,7516.1,40.1
256,down_m2,up_m2,up,91.007,8.8,18435.1,95.9
256,down_m2,up_m2,combine,37.129,3.6,0.0,635.4
256,down_m2,up_m2,block,391.837,38.0,,
256,down_m2,up_m4,norm,29.221,2.8,0.0,538.3
256,down_m2,up_m4,down,234.843,22.8,7501.2,40.0
256,down_m2,up_m4,up,88.823,8.6,18888.4,98.2
256,down_m2,up_m4,combine,42.612,4.1,0.0,553.7
256,down_m2,up_m4,block,395.499,38.4,,
256,down_m2,up_m8,norm,30.028,2.9,0.0,523.8
256,down_m2,up_m8,down,233.549,22.7,7542.8,40.2
256,down_m2,up_m8,up,94.641,9.2,17727.2,92.2
256,down_m2,up_m8,combine,42.669,4.1,0.0,552.9
256,down_m2,up_m8,block,400.887,38.9,,
256,down_m4,up_m1,norm,30.837,3.0,0.0,510.1
256,down_m4,up_m1,down,297.560,28.9,5920.2,31.6
256,down_m4,up_m1,up,117.247,11.4,14309.3,74.4
256,down_m4,up_m1,combine,34.670,3.4,0.0,680.5
256,down_m4,up_m1,block,480.314,46.6,,
256,down_m4,up_m2,norm,29.382,2.9,0.0,535.3
256,down_m4,up_m2,down,297.030,28.8,5930.7,31.6
256,down_m4,up_m2,up,101.766,9.9,16486.1,85.7
256,down_m4,up_m2,combine,35.192,3.4,0.0,670.4
256,down_m4,up_m2,block,463.370,44.9,,
256,down_m4,up_m4,norm,29.421,2.9,0.0,534.6
256,down_m4,up_m4,down,296.726,28.8,5936.8,31.6
256,down_m4,up_m4,up,89.169,8.6,18815.1,97.8
256,down_m4,up_m4,combine,42.634,4.1,0.0,553.4
256,down_m4,up_m4,block,457.950,44.4,,
