chunk,tokens,nll,ppl,stderr,seconds
111,113553,1.406261,4.0807,0.0262,2.68
112,114576,1.404924,4.0752,0.0260,2.67
113,115599,1.404181,4.0722,0.0259,2.66
114,116622,1.410870,4.0995,0.0260,2.69
115,117645,1.414023,4.1125,0.0260,2.68
116,118668,1.418166,4.1295,0.0261,2.65
117,119691,1.421924,4.1451,0.0261,2.66
118,120714,1.423243,4.1506,0.0260,2.69
119,121737,1.420733,4.1402,0.0258,2.69
120,122760,1.423366,4.1511,0.0258,2.70
121,123783,1.425800,4.1612,0.0258,2.69
122,124806,1.427503,4.1683,0.0257,2.66
123,125829,1.428752,4.1735,0.0257,2.65
124,126852,1.429861,4.1781,0.0256,2.69
125,127875,1.434335,4.1969,0.0257,2.69
126,128898,1.436067,4.2041,0.0257,2.71
127,129921,1.439653,4.2192,0.0257,2.69
128,130944,1.439963,4.2205,0.0256,2.65
129,131967,1.441173,4.2257,0.0255,2.66
130,132990,1.440436,4.2225,0.0254,2.69
131,134013,1.443155,4.2340,0.0254,2.71
132,135036,1.439512,4.2186,0.0252,2.70
133,136059,1.440027,4.2208,0.0251,2.68
134,137082,1.438916,4.2161,0.0250,2.68
135,138105,1.437616,4.2106,0.0249,2.70
136,139128,1.435663,4.2024,0.0247,2.69
137,140151,1.432841,4.1906,0.0245,2.67
138,141174,1.430291,4.1799,0.0244,2.69
139,142197,1.433622,4.1939,0.0244,2.68
140,143220,1.438000,4.2123,0.0244,2.68
141,144243,1.434410,4.1972,0.0242,2.69
142,145266,1.427940,4.1701,0.0240,2.65
143,146289,1.423055,4.1498,0.0237,2.68
144,147312,1.424947,4.1576,0.0237,2.68
145,148335,1.424557,4.1560,0.0236,2.69
