tokens,up_kernel,down_kernel,experts_touched,up_tiles,up_rows_exec,down_tiles,down_rows_exec,dispatch,us_per_layer,ms_per_graph,gflops,weight_gbps
512,m4,m1,274,312,19968,1248,19968,up,7954.842,381.8,16450.6,63.5
512,m4,m1,274,312,19968,1248,19968,down,4485.274,215.3,14588.0,75.1
512,m4,m1,274,312,19968,1248,19968,shexp.up,221.885,10.7,15122.4,15.7
512,m4,m1,274,312,19968,1248,19968,shexp.down,102.466,4.9,16373.4,17.0
512,m4,m1,274,312,19968,1248,19968,combine,458.390,22.0,0.0,137.3
512,m4,m1,274,312,19968,1248,19968,block,13381.773,642.3,,
512,m4,m2,274,312,19968,624,19968,router,102.731,4.9,13090.5,51.1
512,m4,m2,274,312,19968,624,19968,route,16.615,0.8,0.0,0.0
512,m4,m2,274,312,19968,624,19968,perm.up,19.765,0.9,0.0,0.0
512,m4,m2,274,312,19968,624,19968,perm.down,19.557,0.9,0.0,0.0
512,m4,m2,274,312,19968,624,19968,up,7966.480,382.4,16426.6,63.4
512,m4,m2,274,312,19968,624,19968,down,3684.376,176.9,17759.1,91.4
512,m4,m2,274,312,19968,624,19968,shexp.up,220.723,10.6,15202.1,15.8
512,m4,m2,274,312,19968,624,19968,shexp.down,68.882,3.3,24356.5,25.3
512,m4,m2,274,312,19968,624,19968,combine,456.042,21.9,0.0,138.0
512,m4,m2,274,312,19968,624,19968,block,12555.171,602.6,,
512,m4,m4,274,312,19968,312,19968,router,102.402,4.9,13132.5,51.2
512,m4,m4,274,312,19968,312,19968,route,15.124,0.7,0.0,0.0
512,m4,m4,274,312,19968,312,19968,perm.up,19.549,0.9,0.0,0.0
512,m4,m4,274,312,19968,312,19968,perm.down,19.637,0.9,0.0,0.0
512,m4,m4,274,312,19968,312,19968,up,7961.567,382.2,16436.7,63.4
512,m4,m4,274,312,19968,312,19968,down,3476.485,166.9,18821.1,96.8
512,m4,m4,274,312,19968,312,19968,shexp.up,221.019,10.6,15181.7,15.8
512,m4,m4,274,312,19968,312,19968,shexp.down,58.519,2.8,28669.7,29.7
512,m4,m4,274,312,19968,312,19968,combine,465.612,22.3,0.0,135.1
512,m4,m4,274,312,19968,312,19968,block,12339.914,592.3,,
512,m4,w2m1,274,312,19968,624,19968,router,102.258,4.9,13151.0,51.3
512,m4,w2m1,274,312,19968,624,19968,route,15.132,0.7,0.0,0.0
512,m4,w2m1,274,312,19968,624,19968,perm.up,19.789,0.9,0.0,0.0
512,m4,w2m1,274,312,19968,624,19968,perm.down,19.869,1.0,0.0,0.0
512,m4,w2m1,274,312,19968,624,19968,up,7966.023,382.4,16427.6,63.4
512,m4,w2m1,274,312,19968,624,19968,down,3960.877,190.1,16519.4,85.0
512,m4,w2m1,274,312,19968,624,19968,shexp.up,223.472,10.7,15015.0,15.6
