tokens,up_kernel,down_kernel,shexp_kernels,experts_touched,up_tiles,up_rows_exec,down_tiles,down_rows_exec,dispatch,us_per_layer,ms_per_graph,gflops,weight_gbps
1,m4,w4m1/k40,v64w4/v32w4,10,10,640,10,640,route,5.802,0.3,0.0,0.0
1,m4,w4m1/k40,v64w4/v32w4,10,10,640,10,640,perm.up,2.998,0.1,0.0,0.0
1,m4,w4m1/k40,v64w4/v32w4,10,10,640,10,640,up,359.531,17.3,11666.0,51.3
1,m4,w4m1/k40,v64w4/v32w4,10,10,640,10,640,down,121.375,5.8,17278.3,101.2
1,m4,w4m1/k40,v64w4/v32w4,10,10,640,10,640,shexp.up,32.402,1.6,202.3,107.5
1,m4,w4m1/k40,v64w4/v32w4,10,10,640,10,640,shexp.down,16.722,0.8,196.0,104.1
1,m4,w4m1/k40,v64w4/v32w4,10,10,640,10,640,combine,2.704,0.1,0.0,45.4
1,m4,w4m1/k40,v64w4/v32w4,10,10,640,10,640,block,546.652,26.2,,
1,w2m1,m1/k40,v64w4/v32w4,10,10,320,20,320,router,4.278,0.2,614.0,615.2
1,w2m1,m1/k40,v64w4/v32w4,10,10,320,20,320,router.sum,0.815,0.0,0.0,0.0
1,w2m1,m1/k40,v64w4/v32w4,10,10,320,20,320,route,5.802,0.3,0.0,0.0
1,w2m1,m1/k40,v64w4/v32w4,10,10,320,20,320,perm.up,2.954,0.1,0.0,0.0
1,w2m1,m1/k40,v64w4/v32w4,10,10,320,20,320,perm.down,3.006,0.1,0.0,0.0
1,w2m1,m1/k40,v64w4/v32w4,10,10,320,20,320,up,245.919,11.8,8527.8,75.0
1,w2m1,m1/k40,v64w4/v32w4,10,10,320,20,320,down,86.506,4.2,12121.4,142.0
1,w2m1,m1/k40,v64w4/v32w4,10,10,320,20,320,shexp.up,14.085,0.7,465.3,247.2
1,w2m1,m1/k40,v64w4/v32w4,10,10,320,20,320,shexp.down,10.161,0.5,322.5,171.3
1,w2m1,m1/k40,v64w4/v32w4,10,10,320,20,320,combine,2.727,0.1,0.0,45.1
1,w2m1,m1/k40,v64w4/v32w4,10,10,320,20,320,block,376.253,18.1,,
1,w2m1,m2/k40,v64w4/v32w4,10,10,320,10,320,router,4.499,0.2,583.8,584.9
1,w2m1,m2/k40,v64w4/v32w4,10,10,320,10,320,router.sum,0.821,0.0,0.0,0.0
1,w2m1,m2/k40,v64w4/v32w4,10,10,320,10,320,route,5.797,0.3,0.0,0.0
1,w2m1,m2/k40,v64w4/v32w4,10,10,320,10,320,perm.up,2.958,0.1,0.0,0.0
1,w2m1,m2/k40,v64w4/v32w4,10,10,320,10,320,up,245.502,11.8,8542.3,75.1
1,w2m1,m2/k40,v64w4/v32w4,10,10,320,10,320,down,85.463,4.1,12269.4,143.8
1,w2m1,m2/k40,v64w4/v32w4,10,10,320,10,320,shexp.up,13.940,0.7,470.1,249.8
1,w2m1,m2/k40,v64w4/v32w4,10,10,320,10,320,shexp.down,10.065,0.5,325.6,173.0
1,w2m1,m2/k40,v64w4/v32w4,10,10,320,10,320,combine,2.721,0.1,0.0,45.2
